,text,airline_sentiment
1702,"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain",0
1703,@AmericanAir it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat,0
1704,@USAirways Official time of call 3 hours 10 minutes but must add for 7 minutes your reservation agent was extremely professional and helpful,1
1705,@USAirways Hmmm. Did the flight even really exist or did they just create it last night to get people off their backs? #usairsucks,1
1706,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous,1
1707,@SouthwestAir your checkin system is #poor,1
1708,@united you had us REBOARD without the captain.  So now we'll be sitting in here for another 20+ min? http://t.co/EEReKDf9Fq,1
1709,@united Another terrible experience with United. Discrimination. Delays. And no help from customer service #united #notimpressed,1
1710,@united Filled out at the airport as part of a long day made longer.,1
1711,"@AmericanAir Supervisor M.Robinson just served a lot of attitude, Cancelled Flighted my flight out of spite, then put me back on on #crazybitch",1
1712,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,1
1713,"@USAirways his name is Rett Cavan, he has a gofundme page, and is going to take his last breath tonight. This airline only cares about money",1
1714,@SouthwestAir me &amp; @sammi_jon3s are best friends because of @Imaginedragons. Any chance we could get tickets to #DestinationDragons ?,0
1715,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30",0
1716,@united so many delays today...What's up with that? Hoping my 12:26pm flight boards soon. #United #premier1K,1
1717,@USAirways - so far so good this week. SAV to CLT boarded BEFORE the departure time (first time in 4 weeks). Perhaps an on time departure?!,0
1718,@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice,1
1719,@SouthwestAir @JohnWayneAir Thank you both very much!!,0
1720,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?",1
1721,@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!,1
1722,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎",1
1723,@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.,0
1724,@SouthwestAir @love_dragonss holy fuckinf shit,0
1725,"@united Hi, flight 1051. If I try and book a new one way,  flight departure shows up as 3:55pm which seems accurate.",0
1726,@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!,0
1727,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee,0
1728,@united ok thx!,0
1729,@united have better customer service at John Wayne airport.,1
1730,"@AmericanAir That's good, I'd expect that but I can't get through on the phone to make any changes. Can I change it online?",1
1731,"@united you are trying to charge me 150 bucks because you lowered your award tickets and I want to get my hard earn points back, total BS",1
1732,@USAirways I certainly understand the hold delays for WX reschedules - I've been on for 2hr15min - do you have an estimated wait time?,1
1733,@JetBlue why wouldn't you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.,1
1734,@united @abigailedge Another glitch??,1
1735,"@AmericanAir I need to go to YYZ tmr morning 8am. I switched to United already, but my bag is still off in AA la-la land.",1
1736,"@united I will give you one thing, you are consistent but unfortunately you are consistent at not doing your job well #AlwaysDelayedOnUnited",1
1737,@united and was told that its been the case for weeks but is still not resolved.,1
1738,@USAirways yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/JhXWMuTx4G,0
1739,"@JetBlue thx, social media person!",0
1740,@united Also your at-gate monitor showed 23 empty seats,1
1741,"@united she was at the service desk at gate 21, and helped us find a flight to get us to our dest. on time when our flight got Cancelled Flightled",1
1742,@united I'm not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!,1
1743,"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?",1
1744,@united. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn't police the overhead bins?,1
1745,"@JetBlue My #FlyingItForward affects just one small family of four, but it would make a huge difference in their life.",0
1746,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",0
1747,"@USAirways my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!",1
1748,@USAirways  you Cancelled Flighted &amp; rescheduled my flight &amp; still getting updates &amp; can't find my current flight on my account http://t.co/8Je1h3666w,1
1749,@USAirways your service sucks.,1
1750,"@AmericanAir oh it can get better apparently. After making us wait for a gate, psych!! Now we need you to de-ice before coming to the gate!!",1
1751,"@JetBlue  hmmm it says im following you. We just got de-iced, but still haning around for the runway to clear..",1
1752,“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,0
1753,@united https://t.co/jpd7NsGRT7. Fyi your staff are telling customers to try other carriers,1
1754,@AmericanAir been on the phone for 47 minutes...said it would be 10...  Any advice?,1
1755,"@united 3586 from IAD to BUF.  Incredibly loud, and like a third world 70s inner city metro bus.  #lowstandards http://t.co/m67WnBglXQ",1
1756,"@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS.",1
1757,@united when will I hear? Guitar was damaged in December. I use my guitar to earn a living. Get your act together!,1
1758,@USAirways oh great after a 5 hour delay we get to sit on the plane for another hour without it moving.  Flight 1137 has been awful,1
1759,"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded.",1
1760,@usairways if you could change your name to @southwestair and do what they do...that'd be awesome. Also this plane smells like onion rings.,1
1761,"@united and don't hope for me having a nicer flight some other time, try to do things right. You sold me those tickets with that connetion",1
1762,Why doesn't @AmericanAir allow for conversations between upset customers and their customer service?  #worstcustomerserviceever,1
1763,@USAirways im on the plane not sure what you mean. We are sitting here. It's just one story of failure after another when I fly you guys,1
1764,.@SouthwestAir Thx for the follow up. Just sent DM,0
1765,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,1
1766,@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline,1
1767,@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.,0
1768,@united the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.,1
1769,@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.,1
1770,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",1
1771,@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?,1
1772,@JetBlue Still love you guys. But get me to Vegas already! ☀️🌴✈️🍸🎲,0
1773,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,1
1774,@USAirways Can't wait for the trip. Thanks for getting me there!,0
1775,"@JetBlue even tho the extra 5 lbs are still going on the plane, just as a carry on. Where is the sense? What do you say to fat people?",1
1776,@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...,1
1777,Lmfaooo “@JetBlue: Our fleet's on fleek. http://t.co/1G9RnmYUQe”,0
1778,"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again.",1
1779,@united Thanks!,0
1780,"@AmericanAir so if your genuine, give me your opinion  on what occurred last night 445 fly  from phl, to mia. No assistance at airport",1
1781,@USAirways Thanks guys! Got hold of someone. Really awesome service I appreciate it :),0
1782,"@united Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated",0
1783,Thanks @SouthwestAir ! #heartlanta,0
1784,@JetBlue I've spoken 2/emailed JB team and explained situation. Didnt seem to matter to anyone other than me. I guess I just expected more.,1
1785,@united please don't take my membership away :(,1
1786,@united YOU SUCK!,1
1787,@united I did DM the details but still no response. I have to book today.,1
1788,@USAirways now you just hang up on me. I’m starting to think this is personal!,1
1789,@SouthwestAir on hold now for 1 Hour 25 mins Whats the holdup,1
1790,@United also ran out of water and refused service #costumerservice #legit #jk,1
1791,"@united I was insulted, disrespected and met with incompetence at every turn how about a voucher for a domestic round trip",1
1792,@USAirways no your not!,1
1793,"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!",1
1794,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",0
1795,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",0
1796,"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me.",0
1797,Keep it up :) @AmericanAir,0
1798,@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!,1
1799,@united My contact stuff is in the bag and I'm legally blind. This is so messed up.,1
1800,"@united to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?",1
1801,@united thanks for more timely updates.,0
1802,"@SouthwestAir have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?",1
1803,"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume.""",1
1804,@AmericanAir working over time tonight?  Got delayed 2 days .. In SJU .. Could be worse :),1
1805,@united note: they are traveling w 2yr old. Unreal,1
1806,"@SouthwestAir I'm really craving your pretzels, please send me some.",0
1807,@united - flight 1114. Unfortunately this isn't an isoLate Flightd incident. I haven't waited less than 20min in years,1
1808,@JetBlue Great thanks,0
1809,@USAirways now in a black hole of your phone system,1
1810,@united @annricord $856.81 the cost of one of the round trip tickets.,1
1811,@united when is my plane coming?  Been delayed for almost 7 hours. No plane.,1
1812,Really? 9+hours???? @united: @JenniferWalshPR We don't like delays and do all we can to avoid them. We'll have you on your way ASAP,1
1813,@AmericanAir  Did you guys just give up helping people? Your phone tree just hangs up on me and I have a flight tomorrow. Connection pending,1
1814,"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!",1
1815,@JetBlue definitely!,0
1816,"@AmericanAir Just called regarding my bag, came in yesterday and no one notified more or updated the online record locator #customerservice",1
1817,@united : thanks! i will catch my conection! :),0
1818,"@SouthwestAir bos to msp, msp to aus, aus to bos. Site doesn't seem to display fields for the middle trip when I add the 3rd.",1
1819,"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”",0
1820,@SouthwestAir Please start charging for carryon luggage. #CarryOnBagsSlowEverybodyDown,1
1821,@USAirways can't even get on hold to wait to speak to someone-awesome,1
1822,"@AmericanAir Hey, AA! There was a mistake made by your CR on my Flight Booking Problems. When I call your reservations #, I keep getting hung up on. Advise.",1
1823,@united Sandra at ur international checkin counter was rude and offensive.  She commented she didn't care if I complained cuz she had 25yrs,1
1824,@united officially has the most inefficient boarding procedure. There is no reason it should take 45 mins to board a plane!,1
1825,@JetBlue I waited in line all that time to be told by a crewmember that there's no update until 9:30 #3HrDelay #disappointed,1
1826,@AmericanAir no worries even though I was talking about seat assignment :),0
1827,@SouthwestAir about time! Thank you!,0
1828,@united check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I,1
1829,@united get your act right! You just lost customers because your staff wouldn't let us take our approved carry-on on a half empty flight!,1
1830,@SouthwestAir I'm so upset that my luggage was damaged and the rude employee at the Laguardia airport didn't help!,1
1831,"@SouthwestAir Hey, friends. When I phone the A-list number your IVR hangs up on me. Multiple times. Not sure how to proceed?",1
1832,@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper,1
1833,@JetBlue why are there so many delays to north east cities?,1
1834,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail,1
1835,@united terrible travel experience. Traveled 8000 miles roundtrip but two Cancelled Flightlations of short hops cost me two days,1
1836,@USAirways yay for glitchy tracking system!  My bags made it to my destination and not Laguardia like the app said!,1
1837,@united my coworker that had the same conflict as me with the hotel issue trying to share posted on their facebook page and they erased it!!,1
1838,"@USAirways tell them to get on that, please.",1
1839,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,1
1840,@united Give Cyndi &amp; Troy each a gold star.,0
1841,@united I need you...to be a better airline. ^LOL,1
1842,@SouthwestAir I'm concerned that you will Cancelled Flight my flight out of BNA tomorrow am. Should I be?,1
1843,@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.,1
1844,@united just informed you don't reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you,1
1845,@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!,0
1846,@AmericanAir ok. There is no one at the airport that is helping us. Another customer got told the flight isn't leaving till 1220,1
1847,"@united Direct Messaged you, didn't hear anything back",1
1848,"@USAirways your checkin at @PHLAirport is a #shitshow, and the agent behind the counter who tried to send me to the wrong destination=rude!",1
1849,@USAirways thank you! You have always been so good to me. I will follow up.,0
1850,@USAirways customer service at its best! Rachel S.  took great care of us at the PHX airport. http://t.co/HG7vEqhGHy,0
1851,"@united JH, thanks so much for reaching out. I was able to get assistance after waiting for 70 minutes.",1
1852,@AmericanAir rented van drove 250 miles with 6 strangers.  Arrived home 6:00am. No offers of help from AA. http://t.co/BTTGmyN0A0,1
1853,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,1
1854,@united - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @yyz said their too busy. Not cool http://t.co/6KpyhckA9l,1
1855,"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!",0
1856,@SouthwestAir luv my companion pass!,0
1857,"@AmericanAir Yep, was in one of my other camera memory card :D",0
1858,@USAirways DeeDee and Lynn S. have been great here in PHX; Richard P. here was a jerk. Rude to us and our parents for no reason.,1
1859,@USAirways My brother &amp; his family stranded in CLT tonight bc gate E36 agent wouldn't hold plane for two minutes. Now driving in bad weather,1
1860,"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy",1
1861,@AmericanAir I can't get an operator after an hour's worth of calls to Cancelled Flight a delayed flight. Automated system doesn't go beyond message.,1
1862,@USAirways only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags,1
1863,"@united enough already with the poor service, old planes, ridiculous routing. 1k and time to find a new airline with status match.",1
1864,@USAirways  thanks! Now I just need to locate where my luggage is!,1
1865,@SouthwestAir RUDE gate agent. Wholly unacceptable to us &amp; other passengers. Think this will be our last time on sw.,1
1866,STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”,1
1867,@SouthwestAir you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA,0
1868,"@united as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo",1
1869,"@united boarding was decent, 3 useless agents that don't speak English (after 2.5hrs of hold) 6hrs of mech delay not so much",1
1870,@USAirways can I get free wifi since the flight 1808 was Cancelled Flightled?,1
1871,"@JetBlue Yesterday on my way from EWR to FLL just after take-off. :)
#wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j",0
1872,"@AmericanAir 4hrs Late Flightr i get a call back, and immediately disconnected",1
1873,"@USAirways thanks to you, you have now incurred us approximately 2000 dollars in fees due to a staff members screw up.  #neveragain",1
1874,@AmericanAir Weather was not involved.,1
1875,@united deserves to go bankrupt. Just delayed an outbound flight with no info on the connecting flight that we're going to miss,1
1876,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",0
1877,@united I've never experienced worst customer service. Placing blame on codeshare partners and not assuming responsibility is unacceptable,1
1878,@USAirways incapable of seating a 2yo and mom together. Toddler in his own row #fail @CNN,1
1879,"C'mon, this is worse than JetBae. RT @JetBlue Our fleet's on fleek. https://t.co/yZXfe7au22",1
1880,@united yes I have,1
1881,"@JetBlue, my dads vacation to SXM got delayed a day because of @AmericanAir shoddy service. Earliest FLL &gt; SXM flight? trying to hep him out",1
1882,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,1
1883,@USAirways we will...sunday! Just a few days away,0
1884,@SouthwestAir Every flight flown by me personally(about two round trips per month) is FULL. Still hard to believe. Fly 8 hours thru ATL?NO,1
1885,@USAirways why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr,1
1886,@AmericanAir check on what? Our broken tablet! See attached picture. #media #filmcrew #nbc #cnn http://t.co/Uq2ooPjPwg,1
1887,@united My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines,1
1888,@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.,1
1889,@united pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston,1
1890,"@AmericanAir No! We departed 24 hours Late Flightr, with a crazy crew. One of the lady simply freaked out and got away from job before departure.",1
1891,"@AmericanAir SO BAD service in Miami, AirPort..",1
1892,"@AmericanAir I had it until last night, but because ""severe weather"" I could make the needed changes and now fair goes up 150 each.",1
1893,@AmericanAir you need to work harder on the disconnect between your intention and the reality your passengers face,1
1894,@AmericanAir we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.,1
1895,@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.,1
1896,"@SouthwestAir neveind, it's been found and on its way. Thanks for making the process so painless",0
1897,@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,1
1898,@JetBlue False - agent let us do an extra leg room upgrade for $ but not upgrade to mint. Poor business practices. #badcustomerservice,1
1899,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,1
1900,"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",0
1901,"@united, I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation. http://t.co/KvfwajVViD",1
1902,@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia,1
1903,@united an inconvenience is a weather delay. Your pilot deciding to waste enough time so the FAA wouldn't let him fly is negligence.,1
1904,"@united There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can't reach anyone there to deliver...""",1
1905,@united thank you!,0
1906,@AmericanAir awesome. Thanks!,0
1907,"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",1
1908,@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.,0
1909,"@southwestair,  Your male flight attendants must being playing a game called Who can be the Bigger Dick to People. Flight 952 to CHI-MID",1
1910,@united line full of worried customers and guy at desk says so sorry you will have to take care of your problems Late Flightr I don't have time.,1
1911,@USAirways when your routing system goes down which grounds all your long haul flights you should think about a #failover plan,1
1912,@USAirways standing in line with 100 people all looking to do the same,1
1913,@SouthwestAir Whoa. Thanks and that's what I wanted to hear! Early flight coming up. Thanks for the reply.,0
1914,@AmericanAir Thanks :-) Good to be back safely. See you again soon!,0
1915,@united I know I can see that too but now estimated time of dep. is 10am. I don't understand why there wasn't a better estimate 3 hrs ago,1
1916,@USAirways any updates on flight 5202 from ORF to PHL no one at gate...  ;(,1
1917,@USAirways our flight was rebooked with you and we want to change our seats or upgrade to 1st class. Can you help? Phones are down.,1
1918,@united I can understand that but to not have another plane available when there is a full day till departure is unacceptable. Phoenix?,1
1919,@united delayed going home AGAIN. Getting really tired of delays.,1
1920,@united I unfortunately didn't get her name :( she was not nice!,1
1921,@AmericanAir so we have a Cancelled Flightled flight in about twelve hours. Maybe we'll have heard from an AA rep at that point.,1
1922,@SouthwestAir Am I flying on Spirit air?,1
1923,"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.",1
1924,@SouthwestAir my golf bag was broken on the flight I just took. What's the process for damage reimbursement?,1
1925,@UsAirways  your person taking tickets is rude and now we are delayed 4-50 minutes because you overfilled fuel on the plane #500.,1
1926,@AmericanAir You guys are totally losing me. I've been an AA fan for years but telling me reps are busy and hanging up on me is really bad.,1
1927,@USAirways how do you do that? You guys need to have much better communication. How? How can we do that?,1
1928,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,0
1929,@united I would like to know what is the easiest way to get a refund.,1
1930,"@united it's Late Flight... I'm tired and understandably edgy for trying to catch my flight. I wasn't chipper, but I def was not rude.",1
1931,@united what is the problem with your flights to ny today,1
1932,@USAirways I fucking hate your customer service. I've been on hold all morning trying to figure out why you Cancelled Flighted my flight.,1
1933,"@AmericanAir Cancelled Flighted flights, now I'm rerouted and have over 12 hrs of travel but you will bump paying customers for non revs. #custserv",1
1934,@AmericanAir another day another grievance with this airline. No customer service,1
1935,@AmericanAir i've now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to(4),1
1936,@USAirways thank you for continuing to be the worst airline out. Didn't need that extra hour of sleep after 29 hours of travel anyway,1
1937,@united bags arrived - I sure miss the customer focused days when I used to fly @ContinentalAir1 Here's hoping @united wakes up,1
1938,@SouthwestAir Awesome. Thanks! You guys rock!,0
1939,@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.,1
1940,"@united wasn't trying to Cancelled Flight, just trying to change my award ticket, same date and place, but thanks for sending the link, I know the fee",1
1941,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",1
1942,@JetBlue you're lucky we're still flying you after today's landing gear failure. Get your act together and help us sit with our kids!,1
1943,@JetBlue 290 to Boston,1
1944,@USAirways I've done everything. Still no luck in finding my bag. I don't understand how my bag could have been misplaced. Very upsetting.,1
1945,@SouthwestAir really easy for locals to get down to the strip. book.,0
1946,“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!,0
1947,"@SouthwestAir 50min to get bag checked n ATX, miss my flight, spend all day @BWI, n not get my baggage at the end of it all.  #epitimeoffail",1
1948,@united we have been told that it's lost...you guys don't know where it is,1
1949,"@SouthwestAir are any flights leaving DC today? Flight was Cancelled Flightled, been on hold for over an hour.",1
1950,@AmericanAir pathetic service,1
1951,"@USAirways horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!",1
1952,@united Is flight 746 going to sit on the tarmac FOREVER?????????,1
1953,@AmericanAir lost @LeslieWolfson luggage on flight yesterday morning #Miami to #NewYork #LGA no response and no luggage more than 37 hrs ltr,1
1954,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),1
1955,@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice,1
1956,@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver,1
1957,@united I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.,1
1958,@AmericanAir  MY FLIGHT #2962 OUT OF CLL @ 0600 WON'T LET ME CHECK IN. PLEASE HELP. #IMPORTANTFLIGHT,1
1959,@SouthwestAir it says I can't because my flight is in progress.,1
1960,@AmericanAir they sent her a letter and said they would talk to the stewardess about serving drunks drinks how does that help,1
1961,@AmericanAir it's not a friend it's a legally required chaperone on a school trip.,1
1962,@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?,1
1963,"@JetBlue You just don't get it.  It's not about the money, It's about PEOPLE!!!! How about a public apology from the president of Jet Blue.",1
1964,@united  what did you do with my seat. International connection. Seriously?,1
1965,.@united Will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? #unfriendlyskies,1
1966,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous,1
1967,@USAirways thanks,0
1968,@USAirways Your system is affected by the weather?,1
1969,@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable,1
1970,@USAirways they weren't able to without reFlight Booking Problems and recharging the amount plus $25 fee for help over phone. Spoke to 2 agents &amp; Jeanine,1
1971,@AmericanAir boarded flight 2334 at 8:30am.  Now 11:40.  Still sitting on runway.  Lots o fun,1
1972,"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",1
1973,@JetBlue whats going on with flight 2034.  Delayed beyond 834.  Shouldnt thre flights switch at that point?,1
1974,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",1
1975,@USAirways now the plane is 100 degrees and we are burning up. This is completely illegal.,1
1976,"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting.",1
1977,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,1
1978,@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.,1
1979,@USAirways i have been patient.. especially the first time. i will never fly with you again,1
1980,@USAirways never fails to disappoint.,1
1981,"@united thanks for a terrible experience at EWR. Customers should be treated as a priority, not as an inconvenience #tryagain",1
1982,@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.,1
1983,@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again,1
1984,@AmericanAir please DM me a way to get in touch with someone that can help. I'm platinum AA and considering quitting AA BC of this.,1
1985,@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons,0
1986,@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now.,1
1987,@JetBlue your agent told us TSA didn't have a crew to get bags!,1
1988,@JetBlue all they said was delayed due to mechanical issues. I'm looking for something a little more specific.,1
1989,"@JetBlue, never been delayed before; 533 to TPA out of BDL. Better safe than sorry. 💙 #lovejetblue #onlyblue #jetblueforever",0
1990,@SouthwestAir @JulGood1 she was traveling with me the one that got miscommunicated with,1
1991,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,1
1992,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??,1
1993,@USAirways Huge system problems at DCA.Manual check in; flight boarded but sitting at gate due to system issues. Frustrated Chairman member,1
1994,"@USAirways ""Able""? Does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?",1
1995,@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,0
1996,@DeltaAssist now at 57 minutes waiting on Silver Elite line for someone to pick up! Help!,1
1997,@AmericanAir I DM'd you,1
1998,@USAirways how do I get you to stop sending me emails about my ex boyfriends account? I don't care how many points he has! He only has,1
1999,"@VirginAmerica it's really aggressive to blast obnoxious ""entertainment"" in your guests' faces &amp; they have little recourse",1
2000,@USAirways nervous for flight tomrw out of key west not friendly customer service,1
2001,@JetBlue Success! Good work JetBlue team,0
2002,"@SouthwestAir I am scheduled for the morning, 2 days after the fact, yes..not sure why my evening flight was the only one Cancelled Flightled",1
2003,@united A generic form with tons of fields asking for info you already?  Expected more as a premier platinum. Another #servicefail,1
2004,@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.,1
2005,@USAirways flight 1808 is not leaving at 2:45 because we haven't even begun to board yet. Please update your website ASAP,1
2006,@united thanks for the 2hr delay and then no ground crew when we landed. At least you didn't break my http://t.co/GCWVFuopl2,1
2007,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm,1
