,Unnamed: 0,airline_sentiment,text,review_len
1394,1779,1,"@united - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!",20
1395,1780,1,@united I missed my connection already. Then I missed the next flight they put me on.  Now I'm going to LAX instead of Hawaii.  :(,27
1396,1781,1,@united reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries,20
1397,1782,1,@united line full of worried customers and guy at desk says so sorry you will have to take care of your problems Late Flightr I don't have time.,28
1398,1783,1,"@united 

There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations.",20
1399,1784,1,"@united, American never had my bags apparently. United never switched them over. Had to go back to United Baggage Service.",20
1400,1785,1,@united unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed,21
1401,1786,1,"@united CMH gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min Late Flight trying to figure out issue #bringbackrealstaff",21
1402,1787,1,"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good.",21
1403,1788,1,@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN,18
1404,1789,1,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎",27
1405,1790,1,@united you guys are gay,5
1406,1791,1,@united the emails/calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday,23
1407,1792,1,"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!",30
1409,1794,1,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k,18
1410,1796,1,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??",23
1411,1797,1,@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate,26
1412,1798,1,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?",24
1413,1799,1,"@united You cause me to miss my flight telling me it already left when it had not. No empathy from gate staff or crew, no apology. Really?",27
1414,1800,1,@United rescheduled my return flight from #Japan?  Uh why?  Trying to call #UnitedAirlines #customerservice - 45 min wait.  #fun,22
1415,1801,1,@united is by far the worst airline ever 😡😡,9
1416,1802,1,"@united, no. Re-booked with American and United said they'd transfer our bags to them.",14
1417,1803,1,@united I am appalled at your lack of communication during our awful journey on 2/21 EWR to BOS. 4 hr delays need to be explained better.,26
1418,1804,1,@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed,20
1419,1805,1,@united Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy! #ImproveTheProcess,22
1420,1807,1,@united more people would catch their flights if your attendants had more help!,13
1421,1808,1,"@United no consistency, #Denver agents say no standby with checked baggage citing FAA. Your website policy says otherwise. #time2switch",19
1422,1809,1,Only 14 biz days (18 calendar) to respond to my inquiry @united ?  I hope your standards are universally adopted :-/ #BadCustomerService,23
1423,1810,1,@united Thanks but why did this occur? You guys had 3 hours extra to get my bag on due to your delay. So that's 7 hours you had. #fail!,29
1424,1811,1,@united so many delays today...What's up with that? Hoping my 12:26pm flight boards soon. #United #premier1K,16
1425,1812,1,"@united your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks.",20
1426,1813,1,@united called back and I've been on hold. What is the issue?! I have a confirmation number and an email that shows how much I've paid,26
1427,1814,1,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?",23
1428,1815,1,@united check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I,27
1429,1816,1,@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to,25
1430,1818,1,@united I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on,27
1431,1819,1,"@united delayed because of salt on the floor from previous passengers? The 180 of just just want to fly, don't care about our shoes. Ua649",25
1432,1820,1,"@united @czamkoff It's all about profit, and they don't really give a damn about paying customers!!!! #greed",17
1433,1821,1,@united I unfortunately didn't get her name :( she was not nice!,12
1434,1822,1,@united  what did you do with my seat. International connection. Seriously?,12
1436,1824,1,@united My bag is lost and I can't get ahold of anyone that can help,15
1437,1825,1,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!,27
1438,1826,1,"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show""",24
1440,1828,1,@united never flying United again! Worst experience ever,8
1441,1829,1,"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went.",25
1442,1831,1,@united cannot direct message you you do not follow us. I want my luggage.  Please hep,17
1443,1833,1,@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.,17
1444,1834,1,@united we rebooked and disappointed we have to wait a whole day to start our vacation. At these fares United should have top notch service,25
1445,1835,1,@united direct messages not going through please help,8
1446,1837,1,@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,25
1447,1838,1,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!,28
1448,1839,1,@united   Pushing 2 hours on hold. Priceless. http://t.co/thS10LDY2a,10
1450,1841,1,"@united read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium.",21
1451,1842,1,@united Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!,23
1452,1844,1,"@united hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai",24
1453,1845,1,@united so what's the solution?,5
1454,1846,1,@united is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get Cancelled Flighted?,26
1455,1847,1,@united no. I need you to have more than 2 agents at check in.,14
1456,1848,1,@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper,19
1458,1850,1,@united The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..,23
1460,1852,1,@united severely under staffed at Iah.,6
1462,1854,1,@united this 2 hr delay is a vacation buzzkill,9
1464,1857,1,@united really enjoying my Sunday on hold...over 1 hour. Perhaps a better client experience is needed. http://t.co/8VnCKgZxl1,17
1465,1859,1,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",24
1466,1860,1,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,22
1468,1863,1,"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",26
1471,1868,1,@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.,22
1472,1870,1,“@united: @4geiger It looks like form the photo that something burst out of your luggage. Is this correct? ^JH” always blame the customer,23
1473,1871,1,@united not my luggage,4
1474,1872,1,@united it's boarding time for ua3882 but no crewe,9
1476,1876,1,@united no way one person is working entire security checkpoint in EWR 🆖,13
1478,1878,1,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF,21
1479,1879,1,@united so? Found anything or just showing off? You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening?,25
1480,1880,1,@united oh I did. Was still lost. Your tracking system stinks as does the delivery system.,16
1481,1881,1,@united feeling like a true united customer stuck.on the tarmac in dc for over 2 hrs. UNITEDFAIL,17
1482,1883,1,@united leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable,20
1483,1884,1,@united I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?,28
1484,1885,1,@united employee=faceless. Don't throw them under the bus. Starts with management. I'm almost a million miler and own my own company. 1/2,22
1485,1886,1,@united you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi,20
1486,1887,1,@united  I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand,27
1487,1888,1,@united 30 hours Late Flightr still no answers stuck in Houston. Keep getting put on phantom flights that never apeared. #BadCustomerService,21
1488,1889,1,@united you guys are horrible! First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate,29
1489,1890,1,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",25
1490,1891,1,@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.,19
1492,1893,1,@united two hour delay for a plane that was visible from the airport. So far terrible customer service. #neveragain,19
1493,1895,1,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together",24
1494,1896,1,@united last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!,25
1495,1897,1,@united this customer service experience will be tweeted for quality assurance.,11
1496,1898,1,@united you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!,23
1497,1901,1,@united any chance you could help rebook?? My flight Cancelled Flightled,11
1498,1904,1,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,13
1499,1907,1,@united It is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on Late Flightr,25
1500,1908,1,@United give me a direct number I can call regarding my lost baggage immediately.,14
1501,1909,1,@united involuntarily bumped your passenger and can't guarantee them another flight for three days!,14
1502,1910,1,@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,22
1503,1911,1,"@united I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!",24
1504,1912,1,".@united Our newest delay, right now http://t.co/96fTLZWtvO",7
1505,1913,1,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats""",27
1506,1914,1,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,25
1507,1915,1,@united is a joke.  Lots of angry people at IAH this AM.,13
1508,1917,1,@united completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy),17
1509,1918,1,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?",26
1511,1923,1,"@united right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?",26
1512,1924,1,@united two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight,30
1513,1925,1,@united Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. #united1K,20
1514,1926,1,"@united your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada",24
1515,1927,1,@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.,18
1517,1929,1,@united I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time,23
1518,1930,1,"@united 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here",28
1519,1931,1,@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail,17
1520,1932,1,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,25
1521,1933,1,@united you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!,15
1522,1935,1,"@united, more lies... http://t.co/BEqoTLNugc",4
1523,1936,1,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,25
1524,1937,1,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired,16
1526,1939,1,"@united, I don't believe that you do.. http://t.co/7z3GqEBfK2",8
1527,1941,1,"@united : flight delayed by 24 hours, lost my wallet, have no money to eat or sleep yet your representatives will not help.#unitedsucks",23
1528,1942,1,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,24
1529,1943,1,@united they let us board again but will we fly this time? Who knows! #shouldhaveflowndelta,15
1530,1944,1,@united apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.,22
1531,1945,1,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,25
1532,1946,1,@united fuck you for not caring 😢,7
1533,1947,1,"@united its been five days, I'm just asking you to clarify your policy on car seats. I don't want to have to take this higher up.",26
1535,1950,1,@united if you lost my belongings then BE HONEST!,9
1536,1951,1,@united Back at the Denver airport and ready for round two today. Ready to get home!,16
1537,1952,1,@united  of course this morning I see a non-stop from IAH to SFO but that was not available yesterday. #UnitedHatesUsAll,21
1538,1953,1,@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!,22
1539,1954,1,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785,25
1540,1955,1,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,22
1541,1957,1,"@united Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours Late Flight to my destination, but...",23
1542,1958,1,@United DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!,13
1543,1959,1,@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?,20
1544,1960,1,@united why would you overnight my bag Wed to an unknown location with a courier company you apparently can't contact!,20
1545,1961,1,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks",21
1546,1962,1,@united I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!,24
1547,1963,1,@united I have never been mislead by a company as many times as I have this week by United Airlines!,20
1548,1964,1,@united I would never fly United Airlines again!,8
1549,1965,1,@united I am still in the airport waiting for my flight.,11
1550,1966,1,@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!,20
1551,1967,1,@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow,20
1554,1970,1,"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4",19
1555,1971,1,"@united did your super computer 💩 ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers",25
1556,1972,1,@united - you rebooked me to UA1764 after UA 3883 was Cancelled Flightled. I paid for first class ticket - but new seat is 38E. Can you please fix!,29
1557,1974,1,@united is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.,21
1558,1975,1,"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better.",20
1559,1976,1,@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY,13
1560,1977,1,@united no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?,26
1561,1978,1,@united you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with @Delta,24
1562,1979,1,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day",27
1564,1981,1,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,19
1565,1982,1,@united @wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.,27
1566,1983,1,"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool.",25
1567,1985,1,@united overbooked by FIFTY people?!? the worst.,7
1568,1986,1,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,27
1569,1987,1,@united I would like to know what is the easiest way to get a refund.,15
1570,1988,1,"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?",23
1571,1989,1,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,27
1572,1991,1,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv",18
1573,1992,1,"@united you realize you've said this already. At least last time you asked if I needed ""help""",17
1574,1993,1,@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.,18
1575,1994,1,"@united Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp",10
1576,1995,1,@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,20
1577,1996,1,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting.",26
1578,1997,1,@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......,22
1580,1999,1,@united What does delayed due to Customer Service mean for UA761?,11
1581,2000,1,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel,22
1582,2001,1,@united flight #1 no luck on #standby,7
1583,2004,1,"@united I'm not sure it will have ""next time""...",9
1584,2005,1,@united now the weight restriction? 'We'll try to get as many of you as we can on this plane',19
1586,2007,1,@united you a bish,4
1587,2010,1,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,22
1588,2013,1,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,16
1591,2017,1,@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,18
1594,2020,1,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",14
1595,2021,1,"@united still missing my luggage, was promised someone would call, no call so far, flight from Shanghai to DC with connecting flight in ORD",24
1596,2023,1,@united you Cancelled Flightled my flight without notification?,8
1597,2024,1,"@united since I have an international connection at 9am, I'm hoping for the same thing!",15
1598,2027,1,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,24
1599,2028,1,@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?,23
1600,2030,1,@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,20
1601,2031,1,@united where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M,30
1602,2032,1,@united I know that. Thanks for the standard reply.,9
1603,2033,1,@united you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you,24
1604,2034,1,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,22
1606,2036,1,"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",25
1607,2037,1,@united no my concerns were not addressed,7
1608,2038,1,@united DUH and done. bag whereabouts unknown. Greeeaat,8
1609,2039,1,"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks",24
1610,2040,1,"@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA.",22
1611,2041,1,@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?,24
1612,2042,1,Thanks @united for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?,27
1613,2043,1,@united you hung up on me again.,7
1614,2044,1,"@united your ""customer service"" team in manilla is absolute shit. I can't even get a supervisor without being out back on hold?!",22
1615,2045,1,@united it's disgusting and unconscionable the treatment I've received tonight.,10
1616,2046,1,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!,24
1617,2047,1,@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.,14
1618,2048,1,@united you've got to be kidding me. I still haven't talked to a human and your robotweeting me?! And asking for a follow????,23
1619,2049,1,".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",24
1620,2050,1,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,24
1621,2051,1,"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",24
1622,2052,1,@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job,18
1623,2053,1,@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!,21
1624,2054,1,@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,26
1625,2055,1,@united averaging 200 minute wait times tonight or what? I've gotten no help from you tonight.,16
1626,2056,1,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.,20
1627,2057,1,@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.,25
1628,2058,1,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA,28
1629,2060,1,@united an inconvenience is a weather delay. Your pilot deciding to waste enough time so the FAA wouldn't let him fly is negligence.,23
1630,2061,1,@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?,27
1631,2062,1,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,17
1632,2063,1,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,21
1633,2064,1,@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets,15
1634,2065,1,@united where is our luggage,5
1635,2066,1,@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx,7
1636,2068,1,@united screws up again...to be expected! NEVER AGAIN!,8
1637,2069,1,@united why don't you allow families with small children to board first anymore? Our next flight will be on another airline...,21
1639,2072,1,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,28
1640,2073,1,"@united That's called throwing ""loyalty"" out the window and trying to give less awards.",14
1641,2074,1,"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??",27
1642,2075,1,"@united I'd hardly call going from 10,000 miles to 1,000+ miles a ticket cutting edge. About 1/10 the perk?",19
1643,2076,1,@united that's not an apology. Say it.,7
1645,2079,1,@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?,24
1646,2080,1,@united no apology? Cool.,4
1647,2081,1,"@united you ask a lot of customers who  you routinely screw over. You know that, right?",17
1648,2082,1,@united I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...,23
1649,2083,1,"@united I am. Who knows where my bags are. Do I just wait around and hope they arrive? No one has answers, I have plans and no answers....",28
1650,2084,1,@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.,16
1651,2085,1,@united Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime,21
1652,2086,1,@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.,23
1653,2087,1,@united we have tried to change our flight THREE times on the phone and got disconnected each time.,18
1654,2088,1,"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage",18
1655,2089,1,"@united has been showing the same tone deaf video for all these years about how ""wifi is coming!"" Hah.Not before I leave. @VirginAmerica ftw",24
1656,2091,1,"@united more people stranded cause you suck. Better yet, you weasel out of Flight Booking Problems rooms for people claiming weather http://t.co/Flcnnn2USD",22
1657,2092,1,@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7,20
1659,2094,1,"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?",21
1660,2095,1,@united worst customer service experience ever. 40 minutes to get the jetway to the plane at EWR tonight. Flight 354   Disappointed,23
1661,2096,1,@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr,29
1662,2097,1,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo,23
1663,2098,1,"@United - routing a person from Houston to Newark, NJ  and then to SFO is not acceptable.",18
1664,2100,1,"@united Freakin""",2
1665,2102,1,@united Suck,2
1666,2103,1,@united 25 minute hold is 1 hr. 25 min. @ABC11_WTVD,10
1667,2104,1,@united 20 yrs of flying Continental/united exclusively I get why everyone hates you - fl1289sfo/EWR #getmeoffrhisFUCKINplane,16
1668,2106,1,@united I'm still trying to get things worked out and you have yet to respond back.,16
1669,2107,1,"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #.",26
1670,2108,1,@united 25 min hold has now progressed to over an hour...919-675-0985,11
1671,2109,1,@united YOU SUCK!,3
1672,2110,1,"@united yo, you need a new website really badly. This day and age...",13
1673,2112,1,@united how can u not have gate ready or gate agent for going on hour two,16
1674,2113,1,@united just DM'd,3
1675,2114,1,@united had a different fiasco on my outward trip and was rebooked on to qantas lax-Syd. No FF miles show up in my account for that :(,27
1676,2116,1,@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min,26
1677,2117,1,"@united not a good day to fly u, two delayed flights still on plane at Ewr waiting over 1,5 hours for gate get to gate no gate agent.",28
1678,2119,1,"@united my luggage is set to go to DCA however, I am rerouted to Dulles. Currently in NOLO however bags are in Houston. Can you fix this?",27
1679,2121,1,@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.,17
1680,2122,1,@united I hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots. #UnitedAirlinesSucks,22
1682,2124,1,@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou,27
1683,2125,1,@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. Terrible customer experience,20
1684,2126,1,@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv,23
1685,2127,1,@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm,30
1686,2128,1,"@united considering I'm now stuck in Newark with virtually sleep in 30+ hours, I doubt it :/ hope car rentals are available",22
1688,2132,1,@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!,22
1689,2133,1,@united do you expect to Cancelled Flight flights out of @DENAirport tomorrow morning given the storm?,16
1690,2134,1,@United also ran out of water and refused service #costumerservice #legit #jk,12
1691,2136,1,@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney,13
1692,2137,1,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?",23
1693,2139,1,@united 6377 and now they sent our green tagged bags to the luggage carousel. It's been one mess up after another. Bad day @united,24
1694,2140,1,@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies,27
1695,2141,1,@united the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.,29
1696,2142,1,"@united sitting in Denver airport waiting for a plane to be refueled. For an hour and a half! Hurry the fuck up United, you fucking retards",26
1697,2144,1,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat,21
1698,2145,1,@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter,22
1699,2147,1,@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan,19
1700,2148,1,@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed,23
1701,2149,1,@united please get me off this plane #UA57,8
1702,2152,1,@united have since dropped to 2 layovers but still not acceptable.,11
1703,2153,1,@united our 1 layover itinerary was swapped for a 3 layover itinerary - really?!?,14
1704,2154,1,"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed",28
1705,2155,1,@united not completely.  Our flight was changed in July but we never received notification.,15
1706,2157,1,@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,18
